CMDLINE c:\users\ialrazi\powersynth\cornerstitch_dev\powercad-full\venv_64bit\scripts\python.exe powercad\recursive_suite\perf_test.py
MEM 149.074219 1571608579.3840
MEM 149.074219 1571608579.4840
MEM 149.074219 1571608579.5850
MEM 149.074219 1571608579.6850
MEM 149.074219 1571608579.7850
MEM 149.074219 1571608579.8850
MEM 149.074219 1571608579.9860
MEM 149.074219 1571608580.0860
MEM 149.074219 1571608580.1870
MEM 149.074219 1571608580.2870
MEM 149.074219 1571608580.3870
MEM 149.074219 1571608580.4870
MEM 149.074219 1571608580.5880
MEM 149.074219 1571608580.6880
MEM 149.074219 1571608580.7890
MEM 149.074219 1571608580.8890
MEM 149.074219 1571608580.9890
MEM 149.074219 1571608581.0900
MEM 149.074219 1571608581.1900
MEM 149.074219 1571608581.2900
MEM 149.074219 1571608581.3910
MEM 149.074219 1571608581.4920
MEM 149.074219 1571608581.5920
MEM 149.074219 1571608581.6930
MEM 149.074219 1571608581.7940
MEM 149.074219 1571608581.8940
MEM 149.074219 1571608581.9950
MEM 149.074219 1571608582.0960
MEM 149.074219 1571608582.1960
MEM 149.074219 1571608582.2960
MEM 149.074219 1571608582.3970
MEM 149.074219 1571608582.4970
MEM 149.074219 1571608582.5980
MEM 149.074219 1571608582.6980
MEM 149.074219 1571608582.7990
MEM 149.074219 1571608582.8990
MEM 149.074219 1571608583.0000
MEM 149.074219 1571608583.1010
MEM 149.074219 1571608583.2010
MEM 149.074219 1571608583.3010
MEM 149.074219 1571608583.4010
MEM 149.074219 1571608583.5020
MEM 149.074219 1571608583.6020
MEM 149.074219 1571608583.7020
MEM 149.074219 1571608583.8020
MEM 149.074219 1571608583.9030
MEM 149.074219 1571608584.0030
MEM 149.074219 1571608584.1030
MEM 149.074219 1571608584.2030
MEM 149.074219 1571608584.3040
MEM 149.074219 1571608584.4050
MEM 149.074219 1571608584.5050
MEM 149.074219 1571608584.6050
MEM 149.074219 1571608584.7050
MEM 149.074219 1571608584.8060
MEM 149.074219 1571608584.9060
MEM 149.074219 1571608585.0060
MEM 149.074219 1571608585.1060
MEM 149.074219 1571608585.2070
MEM 149.074219 1571608585.3070
MEM 149.074219 1571608585.4080
MEM 149.074219 1571608585.5080
MEM 149.074219 1571608585.6080
MEM 149.074219 1571608585.7090
MEM 149.074219 1571608585.8090
MEM 149.074219 1571608585.9100
MEM 149.074219 1571608586.0100
MEM 149.074219 1571608586.1100
MEM 149.074219 1571608586.2100
MEM 149.074219 1571608586.3110
MEM 149.074219 1571608586.4110
MEM 149.074219 1571608586.5120
MEM 149.074219 1571608586.6120
MEM 149.074219 1571608586.7120
MEM 149.074219 1571608586.8130
MEM 149.074219 1571608586.9130
MEM 149.074219 1571608587.0140
MEM 149.074219 1571608587.1140
MEM 149.074219 1571608587.2150
MEM 149.074219 1571608587.3150
MEM 149.074219 1571608587.4160
MEM 149.074219 1571608587.5170
MEM 149.074219 1571608587.6170
MEM 149.074219 1571608587.7170
MEM 149.074219 1571608587.8180
MEM 149.074219 1571608587.9180
MEM 149.074219 1571608588.0180
MEM 149.074219 1571608588.1190
MEM 149.074219 1571608588.2190
MEM 149.074219 1571608588.3190
MEM 149.074219 1571608588.4200
MEM 149.074219 1571608588.5200
MEM 149.074219 1571608588.6210
MEM 149.074219 1571608588.7210
MEM 149.074219 1571608588.8210
MEM 149.074219 1571608588.9210
MEM 149.074219 1571608589.0220
MEM 149.074219 1571608589.1220
MEM 149.074219 1571608589.2220
MEM 149.074219 1571608589.3220
MEM 149.074219 1571608589.4230
MEM 149.074219 1571608589.5230
MEM 149.074219 1571608589.6230
MEM 149.074219 1571608589.7230
MEM 149.074219 1571608589.8240
MEM 149.074219 1571608589.9250
MEM 149.074219 1571608590.0250
MEM 149.074219 1571608590.1260
MEM 149.074219 1571608590.2260
MEM 149.074219 1571608590.3260
MEM 149.074219 1571608590.4260
MEM 149.074219 1571608590.5270
MEM 149.074219 1571608590.6270
MEM 149.074219 1571608590.7270
MEM 149.074219 1571608590.8280
MEM 149.074219 1571608590.9280
MEM 149.074219 1571608591.0280
MEM 149.074219 1571608591.1280
MEM 149.074219 1571608591.2290
MEM 149.074219 1571608591.3290
MEM 149.074219 1571608591.4310
MEM 149.074219 1571608591.5320
MEM 149.074219 1571608591.6320
MEM 149.074219 1571608591.7320
MEM 149.074219 1571608591.8330
MEM 149.074219 1571608591.9330
MEM 149.074219 1571608592.0340
MEM 149.074219 1571608592.1340
MEM 149.074219 1571608592.2350
MEM 149.074219 1571608592.3350
MEM 149.074219 1571608592.4350
MEM 149.074219 1571608592.5360
MEM 149.074219 1571608592.6360
MEM 149.074219 1571608592.7370
MEM 149.074219 1571608592.8370
MEM 149.074219 1571608592.9380
MEM 149.074219 1571608593.0380
MEM 149.074219 1571608593.1390
MEM 149.074219 1571608593.2390
MEM 149.074219 1571608593.3400
MEM 149.074219 1571608593.4400
MEM 149.074219 1571608593.5400
MEM 149.074219 1571608593.6410
MEM 149.074219 1571608593.7410
MEM 149.074219 1571608593.8410
MEM 149.074219 1571608593.9420
MEM 149.074219 1571608594.0420
MEM 149.074219 1571608594.1430
MEM 149.074219 1571608594.2430
MEM 149.074219 1571608594.3430
MEM 149.074219 1571608594.4430
MEM 149.074219 1571608594.5440
MEM 149.074219 1571608594.6440
MEM 149.074219 1571608594.7450
MEM 149.074219 1571608594.8450
MEM 149.074219 1571608594.9450
MEM 149.074219 1571608595.0460
MEM 149.074219 1571608595.1470
MEM 149.074219 1571608595.2470
MEM 149.074219 1571608595.3470
MEM 149.074219 1571608595.4480
MEM 149.074219 1571608595.5480
MEM 149.074219 1571608595.6480
MEM 149.074219 1571608595.7490
MEM 149.074219 1571608595.8500
MEM 149.074219 1571608595.9500
MEM 149.074219 1571608596.0500
MEM 149.074219 1571608596.1510
MEM 149.074219 1571608596.2510
MEM 149.074219 1571608596.3510
MEM 149.074219 1571608596.4510
MEM 149.074219 1571608596.5520
MEM 149.074219 1571608596.6520
MEM 149.074219 1571608596.7520
MEM 149.074219 1571608596.8520
MEM 149.074219 1571608596.9530
MEM 149.074219 1571608597.0530
MEM 149.074219 1571608597.1530
MEM 149.074219 1571608597.2530
MEM 149.074219 1571608597.3540
MEM 149.074219 1571608597.4540
MEM 149.074219 1571608597.5550
MEM 149.074219 1571608597.6550
MEM 149.074219 1571608597.7550
MEM 149.074219 1571608597.8560
MEM 149.074219 1571608597.9560
MEM 149.074219 1571608598.0560
MEM 149.074219 1571608598.1570
MEM 149.074219 1571608598.2570
MEM 149.074219 1571608598.3570
MEM 149.074219 1571608598.4570
MEM 149.074219 1571608598.5580
MEM 149.074219 1571608598.6580
MEM 149.074219 1571608598.7580
MEM 149.074219 1571608598.8580
MEM 149.074219 1571608598.9590
MEM 149.074219 1571608599.0590
MEM 149.074219 1571608599.1590
MEM 149.074219 1571608599.2600
MEM 149.074219 1571608599.3600
MEM 149.074219 1571608599.4600
MEM 149.074219 1571608599.5610
MEM 149.074219 1571608599.6610
MEM 149.074219 1571608599.7610
MEM 149.074219 1571608599.8620
MEM 149.074219 1571608599.9620
MEM 149.074219 1571608600.0620
MEM 149.074219 1571608600.1620
MEM 149.074219 1571608600.2630
MEM 149.074219 1571608600.3630
MEM 149.074219 1571608600.4640
MEM 149.074219 1571608600.5650
MEM 149.074219 1571608600.6650
MEM 149.074219 1571608600.7650
MEM 149.074219 1571608600.8650
MEM 149.074219 1571608600.9660
MEM 149.074219 1571608601.0660
MEM 149.074219 1571608601.1660
MEM 149.074219 1571608601.2660
MEM 149.074219 1571608601.3670
MEM 149.074219 1571608601.4670
MEM 149.074219 1571608601.5680
MEM 149.074219 1571608601.6680
MEM 149.074219 1571608601.7690
MEM 149.074219 1571608601.8690
MEM 149.074219 1571608601.9690
MEM 149.074219 1571608602.0700
MEM 149.074219 1571608602.1700
MEM 149.074219 1571608602.2700
MEM 149.074219 1571608602.3700
MEM 149.074219 1571608602.4710
MEM 149.074219 1571608602.5720
MEM 149.074219 1571608602.6720
MEM 149.074219 1571608602.7730
MEM 149.074219 1571608602.8730
MEM 149.074219 1571608602.9730
MEM 149.074219 1571608603.0730
MEM 149.074219 1571608603.1740
MEM 149.074219 1571608603.2740
MEM 149.074219 1571608603.3740
MEM 149.074219 1571608603.4740
MEM 149.074219 1571608603.5750
MEM 149.074219 1571608603.6750
MEM 149.074219 1571608603.7750
MEM 149.074219 1571608603.8760
MEM 149.074219 1571608603.9760
MEM 149.074219 1571608604.0770
MEM 149.074219 1571608604.1770
MEM 149.074219 1571608604.2770
MEM 149.074219 1571608604.3770
MEM 149.074219 1571608604.4780
MEM 149.074219 1571608604.5780
MEM 149.074219 1571608604.6780
MEM 149.074219 1571608604.7790
MEM 149.074219 1571608604.8790
MEM 149.074219 1571608604.9800
MEM 149.074219 1571608605.0800
MEM 149.074219 1571608605.1800
MEM 149.074219 1571608605.2800
MEM 149.074219 1571608605.3810
MEM 149.074219 1571608605.4810
MEM 149.074219 1571608605.5820
MEM 149.074219 1571608605.6820
MEM 149.074219 1571608605.7820
MEM 149.074219 1571608605.8830
MEM 149.074219 1571608605.9830
MEM 149.074219 1571608606.0830
MEM 149.074219 1571608606.1840
MEM 149.074219 1571608606.2840
MEM 149.074219 1571608606.3850
MEM 149.074219 1571608606.4850
MEM 149.074219 1571608606.5850
MEM 149.074219 1571608606.6850
MEM 149.074219 1571608606.7860
MEM 149.074219 1571608606.8860
MEM 149.074219 1571608606.9860
MEM 149.074219 1571608607.0860
MEM 149.074219 1571608607.1870
MEM 149.074219 1571608607.2870
MEM 149.074219 1571608607.3870
MEM 149.074219 1571608607.4880
MEM 149.074219 1571608607.5880
MEM 149.074219 1571608607.6880
MEM 149.074219 1571608607.7880
MEM 149.074219 1571608607.8890
MEM 149.074219 1571608607.9890
MEM 149.074219 1571608608.0890
MEM 149.074219 1571608608.1900
MEM 149.074219 1571608608.2900
MEM 149.074219 1571608608.3910
MEM 149.074219 1571608608.4910
MEM 149.074219 1571608608.5920
MEM 149.074219 1571608608.6920
MEM 149.074219 1571608608.7920
MEM 149.074219 1571608608.8920
MEM 149.074219 1571608608.9930
MEM 149.074219 1571608609.0930
MEM 149.074219 1571608609.1940
MEM 149.074219 1571608609.2940
MEM 149.074219 1571608609.3940
MEM 149.074219 1571608609.4950
MEM 149.074219 1571608609.5950
MEM 149.074219 1571608609.6960
MEM 149.074219 1571608609.7960
MEM 149.074219 1571608609.8960
MEM 149.074219 1571608609.9960
MEM 149.074219 1571608610.0970
MEM 149.074219 1571608610.1970
MEM 149.074219 1571608610.2980
MEM 149.074219 1571608610.3980
MEM 149.074219 1571608610.4990
MEM 149.074219 1571608610.5990
MEM 149.074219 1571608610.7000
MEM 149.074219 1571608610.8000
MEM 149.074219 1571608610.9010
MEM 149.074219 1571608611.0010
MEM 149.074219 1571608611.1020
MEM 149.074219 1571608611.2020
MEM 149.074219 1571608611.3020
MEM 149.074219 1571608611.4030
MEM 149.074219 1571608611.5030
MEM 149.074219 1571608611.6030
MEM 149.074219 1571608611.7040
MEM 149.074219 1571608611.8040
MEM 149.074219 1571608611.9040
MEM 149.074219 1571608612.0040
MEM 149.074219 1571608612.1050
MEM 149.074219 1571608612.2050
MEM 149.074219 1571608612.3050
MEM 149.074219 1571608612.4050
MEM 149.074219 1571608612.5060
MEM 149.074219 1571608612.6070
MEM 149.074219 1571608612.7070
MEM 149.074219 1571608612.8080
MEM 149.074219 1571608612.9080
MEM 149.074219 1571608613.0090
MEM 149.074219 1571608613.1090
MEM 149.074219 1571608613.2100
MEM 149.074219 1571608613.3100
MEM 149.074219 1571608613.4100
MEM 149.074219 1571608613.5110
MEM 149.074219 1571608613.6110
MEM 149.074219 1571608613.7110
MEM 149.074219 1571608613.8110
MEM 149.074219 1571608613.9120
MEM 149.074219 1571608614.0120
MEM 149.074219 1571608614.1120
MEM 149.074219 1571608614.2120
MEM 149.074219 1571608614.3130
MEM 149.074219 1571608614.4130
MEM 149.074219 1571608614.5140
MEM 149.074219 1571608614.6150
MEM 149.074219 1571608614.7150
MEM 149.074219 1571608614.8160
MEM 149.074219 1571608614.9160
MEM 149.074219 1571608615.0170
MEM 149.074219 1571608615.1170
MEM 149.074219 1571608615.2170
MEM 149.074219 1571608615.3170
MEM 149.074219 1571608615.4180
MEM 149.074219 1571608615.5190
MEM 149.074219 1571608615.6190
MEM 149.074219 1571608615.7200
MEM 149.074219 1571608615.8200
MEM 149.074219 1571608615.9200
MEM 149.074219 1571608616.0210
MEM 149.074219 1571608616.1210
MEM 149.074219 1571608616.2210
MEM 149.074219 1571608616.3220
MEM 149.074219 1571608616.4220
MEM 149.074219 1571608616.5230
MEM 149.074219 1571608616.6240
MEM 149.074219 1571608616.7240
MEM 149.074219 1571608616.8250
MEM 149.074219 1571608616.9260
MEM 149.074219 1571608617.0260
MEM 149.074219 1571608617.1260
MEM 149.074219 1571608617.2280
MEM 149.074219 1571608617.3280
MEM 149.074219 1571608617.4290
MEM 149.074219 1571608617.5290
MEM 149.074219 1571608617.6300
MEM 149.074219 1571608617.7300
MEM 149.074219 1571608617.8310
MEM 149.074219 1571608617.9310
MEM 149.074219 1571608618.0310
MEM 149.074219 1571608618.1320
MEM 149.074219 1571608618.2320
MEM 149.074219 1571608618.3320
MEM 149.074219 1571608618.4320
MEM 149.074219 1571608618.5330
MEM 149.074219 1571608618.6330
MEM 149.074219 1571608618.7340
MEM 149.074219 1571608618.8340
MEM 149.074219 1571608618.9350
MEM 149.074219 1571608619.0350
MEM 149.074219 1571608619.1350
MEM 149.074219 1571608619.2360
MEM 149.074219 1571608619.3360
MEM 149.074219 1571608619.4370
MEM 149.074219 1571608619.5370
MEM 149.074219 1571608619.6380
MEM 149.074219 1571608619.7380
MEM 149.074219 1571608619.8380
MEM 149.074219 1571608619.9390
MEM 149.074219 1571608620.0390
MEM 149.074219 1571608620.1400
MEM 149.074219 1571608620.2400
MEM 149.074219 1571608620.3400
MEM 149.074219 1571608620.4410
MEM 149.074219 1571608620.5410
MEM 149.074219 1571608620.6410
MEM 149.074219 1571608620.7410
MEM 149.074219 1571608620.8420
MEM 149.074219 1571608620.9420
MEM 149.074219 1571608621.0430
MEM 149.074219 1571608621.1430
MEM 149.074219 1571608621.2440
MEM 149.074219 1571608621.3440
MEM 149.074219 1571608621.4450
MEM 149.074219 1571608621.5450
MEM 149.074219 1571608621.6450
MEM 149.074219 1571608621.7460
MEM 149.074219 1571608621.8460
MEM 149.074219 1571608621.9470
MEM 149.074219 1571608622.0470
MEM 149.074219 1571608622.1480
MEM 149.074219 1571608622.2480
MEM 149.074219 1571608622.3490
MEM 149.074219 1571608622.4490
MEM 149.074219 1571608622.5490
MEM 149.074219 1571608622.6500
MEM 149.074219 1571608622.7510
MEM 149.074219 1571608622.8520
MEM 149.074219 1571608622.9520
MEM 149.074219 1571608623.0520
MEM 149.074219 1571608623.1520
MEM 149.074219 1571608623.2530
MEM 149.074219 1571608623.3530
MEM 149.074219 1571608623.4530
MEM 149.074219 1571608623.5530
MEM 149.074219 1571608623.6540
MEM 149.074219 1571608623.7540
MEM 149.074219 1571608623.8550
MEM 149.074219 1571608623.9550
MEM 149.074219 1571608624.0550
MEM 149.074219 1571608624.1560
MEM 149.074219 1571608624.2560
MEM 149.074219 1571608624.3560
MEM 149.074219 1571608624.4570
MEM 149.074219 1571608624.5570
MEM 149.074219 1571608624.6570
MEM 149.074219 1571608624.7580
MEM 149.074219 1571608624.8580
MEM 149.074219 1571608624.9580
MEM 149.074219 1571608625.0580
MEM 149.074219 1571608625.1590
MEM 149.074219 1571608625.2590
MEM 149.074219 1571608625.3590
MEM 149.074219 1571608625.4600
MEM 149.074219 1571608625.5610
MEM 149.074219 1571608625.6620
MEM 149.074219 1571608625.7620
MEM 149.074219 1571608625.8630
MEM 149.074219 1571608625.9630
MEM 149.074219 1571608626.0650
MEM 149.074219 1571608626.1650
MEM 149.074219 1571608626.2650
MEM 149.074219 1571608626.3650
MEM 149.074219 1571608626.4660
MEM 149.074219 1571608626.5660
MEM 149.074219 1571608626.6670
MEM 149.074219 1571608626.7670
MEM 149.074219 1571608626.8670
MEM 149.074219 1571608626.9680
MEM 149.074219 1571608627.0680
MEM 149.074219 1571608627.1690
MEM 149.074219 1571608627.2700
MEM 149.074219 1571608627.3710
MEM 149.074219 1571608627.4710
MEM 149.074219 1571608627.5710
MEM 149.074219 1571608627.6720
MEM 149.074219 1571608627.7720
MEM 149.074219 1571608627.8730
MEM 149.074219 1571608627.9730
MEM 149.074219 1571608628.0730
MEM 149.074219 1571608628.1730
MEM 149.074219 1571608628.2740
MEM 149.074219 1571608628.3740
MEM 149.074219 1571608628.4750
MEM 149.074219 1571608628.5750
MEM 149.074219 1571608628.6750
MEM 149.074219 1571608628.7750
MEM 149.074219 1571608628.8760
MEM 149.074219 1571608628.9760
MEM 149.074219 1571608629.0770
MEM 149.074219 1571608629.1770
MEM 149.074219 1571608629.2780
MEM 149.074219 1571608629.3790
MEM 149.074219 1571608629.4790
MEM 149.074219 1571608629.5800
MEM 149.074219 1571608629.6800
MEM 149.074219 1571608629.7810
MEM 149.074219 1571608629.8810
MEM 149.074219 1571608629.9810
MEM 149.074219 1571608630.0820
MEM 149.074219 1571608630.1820
MEM 149.074219 1571608630.2830
MEM 149.074219 1571608630.3830
MEM 149.074219 1571608630.4840
MEM 149.074219 1571608630.5840
MEM 149.074219 1571608630.6840
MEM 149.074219 1571608630.7840
MEM 149.074219 1571608630.8850
MEM 149.074219 1571608630.9850
MEM 149.074219 1571608631.0850
MEM 149.074219 1571608631.1850
MEM 149.074219 1571608631.2860
MEM 149.074219 1571608631.3860
MEM 149.074219 1571608631.4860
MEM 149.074219 1571608631.5870
MEM 149.074219 1571608631.6870
MEM 149.074219 1571608631.7870
MEM 149.074219 1571608631.8870
MEM 149.074219 1571608631.9880
MEM 149.074219 1571608632.0880
MEM 149.074219 1571608632.1880
MEM 149.074219 1571608632.2880
MEM 149.074219 1571608632.3890
MEM 149.074219 1571608632.4890
MEM 149.074219 1571608632.5890
MEM 149.074219 1571608632.6900
MEM 149.074219 1571608632.7900
MEM 149.074219 1571608632.8900
MEM 149.074219 1571608632.9910
MEM 149.074219 1571608633.0920
MEM 149.074219 1571608633.1920
MEM 149.074219 1571608633.2920
MEM 149.074219 1571608633.3920
MEM 149.074219 1571608633.4930
MEM 149.074219 1571608633.5930
MEM 149.074219 1571608633.6930
MEM 149.074219 1571608633.7930
MEM 149.074219 1571608633.8940
MEM 149.074219 1571608633.9940
MEM 149.074219 1571608634.0950
MEM 149.074219 1571608634.1950
MEM 149.074219 1571608634.2960
MEM 149.074219 1571608634.3960
MEM 149.074219 1571608634.4970
MEM 149.074219 1571608634.5970
MEM 149.074219 1571608634.6980
MEM 149.074219 1571608634.7980
MEM 149.074219 1571608634.8990
MEM 149.074219 1571608634.9990
MEM 149.074219 1571608635.0990
MEM 149.074219 1571608635.2000
MEM 149.074219 1571608635.3000
MEM 149.074219 1571608635.4000
MEM 149.074219 1571608635.5000
MEM 149.074219 1571608635.6010
MEM 149.074219 1571608635.7010
MEM 149.074219 1571608635.8020
MEM 149.074219 1571608635.9020
MEM 149.074219 1571608636.0020
MEM 149.074219 1571608636.1030
MEM 149.074219 1571608636.2030
MEM 149.074219 1571608636.3040
MEM 149.074219 1571608636.4040
MEM 149.074219 1571608636.5040
MEM 149.074219 1571608636.6050
MEM 149.074219 1571608636.7060
MEM 149.074219 1571608636.8060
MEM 149.074219 1571608636.9060
MEM 149.074219 1571608637.0070
MEM 149.074219 1571608637.1070
MEM 149.074219 1571608637.2080
MEM 149.074219 1571608637.3080
MEM 149.074219 1571608637.4080
MEM 149.074219 1571608637.5080
MEM 149.074219 1571608637.6090
MEM 149.074219 1571608637.7090
MEM 149.074219 1571608637.8100
MEM 149.074219 1571608637.9100
MEM 149.074219 1571608638.0110
MEM 149.074219 1571608638.1110
MEM 149.074219 1571608638.2120
MEM 149.074219 1571608638.3120
MEM 149.074219 1571608638.4120
MEM 149.074219 1571608638.5130
MEM 149.074219 1571608638.6130
MEM 149.074219 1571608638.7130
MEM 149.074219 1571608638.8140
MEM 149.074219 1571608638.9150
MEM 149.074219 1571608639.0150
MEM 149.074219 1571608639.1150
MEM 149.074219 1571608639.2150
MEM 149.074219 1571608639.3160
MEM 149.074219 1571608639.4160
MEM 149.074219 1571608639.5170
MEM 149.074219 1571608639.6170
MEM 149.074219 1571608639.7170
MEM 149.074219 1571608639.8180
MEM 149.074219 1571608639.9180
MEM 149.074219 1571608640.0190
MEM 149.074219 1571608640.1190
MEM 149.074219 1571608640.2190
MEM 149.074219 1571608640.3200
MEM 149.074219 1571608640.4200
MEM 149.074219 1571608640.5210
MEM 149.074219 1571608640.6210
MEM 149.074219 1571608640.7220
MEM 149.074219 1571608640.8220
MEM 149.074219 1571608640.9220
MEM 149.074219 1571608641.0220
MEM 149.074219 1571608641.1230
MEM 149.074219 1571608641.2230
MEM 149.074219 1571608641.3230
MEM 149.074219 1571608641.4240
MEM 149.074219 1571608641.5250
MEM 149.074219 1571608641.6250
MEM 149.074219 1571608641.7260
MEM 149.074219 1571608641.8260
MEM 149.074219 1571608641.9260
MEM 149.074219 1571608642.0270
MEM 149.074219 1571608642.1270
MEM 149.074219 1571608642.2280
MEM 149.074219 1571608642.3290
MEM 149.074219 1571608642.4300
MEM 149.074219 1571608642.5300
MEM 149.074219 1571608642.6300
MEM 149.074219 1571608642.7310
MEM 149.074219 1571608642.8310
MEM 149.074219 1571608642.9320
MEM 149.074219 1571608643.0320
MEM 149.074219 1571608643.1330
MEM 149.074219 1571608643.2330
MEM 149.074219 1571608643.3330
MEM 149.074219 1571608643.4340
MEM 149.074219 1571608643.5340
MEM 149.074219 1571608643.6350
MEM 149.074219 1571608643.7350
MEM 149.074219 1571608643.8350
MEM 149.074219 1571608643.9350
MEM 149.074219 1571608644.0360
MEM 149.074219 1571608644.1360
MEM 149.074219 1571608644.2360
MEM 149.074219 1571608644.3370
MEM 149.074219 1571608644.4370
MEM 149.074219 1571608644.5370
MEM 149.074219 1571608644.6380
MEM 149.074219 1571608644.7380
MEM 149.074219 1571608644.8380
MEM 149.074219 1571608644.9390
MEM 149.074219 1571608645.0390
MEM 149.074219 1571608645.1400
MEM 149.074219 1571608645.2400
MEM 149.074219 1571608645.3400
MEM 149.074219 1571608645.4400
MEM 149.074219 1571608645.5410
MEM 149.074219 1571608645.6410
MEM 149.074219 1571608645.7420
MEM 149.074219 1571608645.8420
MEM 149.074219 1571608645.9420
MEM 149.074219 1571608646.0430
MEM 149.074219 1571608646.1440
MEM 149.074219 1571608646.2450
MEM 149.074219 1571608646.3450
MEM 149.074219 1571608646.4450
MEM 149.074219 1571608646.5450
MEM 149.074219 1571608646.6460
MEM 149.074219 1571608646.7460
MEM 149.074219 1571608646.8470
MEM 149.074219 1571608646.9470
MEM 149.074219 1571608647.0470
MEM 149.074219 1571608647.1480
MEM 149.074219 1571608647.2480
MEM 149.074219 1571608647.3490
MEM 149.074219 1571608647.4490
MEM 149.074219 1571608647.5500
MEM 149.074219 1571608647.6500
MEM 149.074219 1571608647.7500
MEM 149.074219 1571608647.8500
MEM 149.074219 1571608647.9510
MEM 149.074219 1571608648.0510
MEM 149.074219 1571608648.1520
MEM 149.074219 1571608648.2520
MEM 149.074219 1571608648.3520
MEM 149.074219 1571608648.4530
MEM 149.074219 1571608648.5530
MEM 149.074219 1571608648.6530
MEM 149.074219 1571608648.7530
MEM 149.074219 1571608648.8540
MEM 149.074219 1571608648.9540
MEM 149.074219 1571608649.0550
MEM 149.074219 1571608649.1550
MEM 149.074219 1571608649.2550
MEM 149.074219 1571608649.3550
MEM 149.074219 1571608649.4560
MEM 149.074219 1571608649.5560
MEM 149.074219 1571608649.6570
MEM 149.074219 1571608649.7570
MEM 149.074219 1571608649.8570
MEM 149.074219 1571608649.9580
MEM 149.074219 1571608650.0580
MEM 149.074219 1571608650.1590
MEM 149.074219 1571608650.2590
MEM 149.074219 1571608650.3600
MEM 149.074219 1571608650.4600
MEM 149.074219 1571608650.5600
MEM 149.074219 1571608650.6600
MEM 149.074219 1571608650.7610
MEM 149.074219 1571608650.8610
MEM 149.074219 1571608650.9620
MEM 149.074219 1571608651.0620
MEM 149.074219 1571608651.1630
MEM 149.074219 1571608651.2630
MEM 149.074219 1571608651.3640
MEM 149.074219 1571608651.4640
MEM 149.074219 1571608651.5640
MEM 149.074219 1571608651.6650
MEM 149.074219 1571608651.7650
MEM 149.074219 1571608651.8660
MEM 149.074219 1571608651.9670
MEM 149.074219 1571608652.0670
MEM 149.074219 1571608652.1670
MEM 149.074219 1571608652.2680
MEM 149.074219 1571608652.3680
MEM 149.074219 1571608652.4690
MEM 149.074219 1571608652.5690
MEM 149.074219 1571608652.6690
MEM 149.074219 1571608652.7700
MEM 149.074219 1571608652.8700
MEM 149.074219 1571608652.9700
MEM 149.074219 1571608653.0700
MEM 149.074219 1571608653.1710
MEM 149.074219 1571608653.2710
MEM 149.074219 1571608653.3720
MEM 149.074219 1571608653.4720
MEM 149.074219 1571608653.5720
MEM 149.074219 1571608653.6730
MEM 149.074219 1571608653.7730
MEM 149.074219 1571608653.8730
MEM 149.074219 1571608653.9740
MEM 149.074219 1571608654.0740
MEM 149.074219 1571608654.1750
MEM 149.074219 1571608654.2750
MEM 149.074219 1571608654.3750
MEM 149.074219 1571608654.4760
MEM 149.074219 1571608654.5760
MEM 149.074219 1571608654.6770
MEM 149.074219 1571608654.7770
MEM 149.074219 1571608654.8770
MEM 149.074219 1571608654.9780
MEM 149.074219 1571608655.0780
MEM 149.074219 1571608655.1790
MEM 149.074219 1571608655.2790
MEM 149.074219 1571608655.3790
MEM 149.074219 1571608655.4790
MEM 149.074219 1571608655.5800
MEM 149.074219 1571608655.6800
MEM 149.074219 1571608655.7810
MEM 149.074219 1571608655.8810
MEM 149.074219 1571608655.9810
MEM 149.074219 1571608656.0810
MEM 149.074219 1571608656.1820
MEM 149.074219 1571608656.2820
MEM 149.074219 1571608656.3820
MEM 149.074219 1571608656.4830
MEM 149.074219 1571608656.5830
MEM 149.074219 1571608656.6840
MEM 149.074219 1571608656.7840
MEM 149.074219 1571608656.8840
MEM 149.074219 1571608656.9840
MEM 149.074219 1571608657.0850
MEM 149.074219 1571608657.1850
MEM 149.074219 1571608657.2860
MEM 149.074219 1571608657.3860
MEM 149.074219 1571608657.4870
MEM 149.074219 1571608657.5880
MEM 149.074219 1571608657.6880
MEM 149.074219 1571608657.7890
MEM 149.074219 1571608657.8890
MEM 149.074219 1571608657.9890
MEM 149.074219 1571608658.0890
MEM 149.074219 1571608658.1900
MEM 149.074219 1571608658.2900
MEM 149.074219 1571608658.3910
MEM 149.074219 1571608658.4920
MEM 149.074219 1571608658.5920
MEM 149.074219 1571608658.6920
MEM 149.074219 1571608658.7920
MEM 149.074219 1571608658.8930
MEM 149.074219 1571608658.9930
MEM 149.074219 1571608659.0940
MEM 149.074219 1571608659.1940
MEM 149.074219 1571608659.2940
MEM 149.074219 1571608659.3940
MEM 149.074219 1571608659.4950
MEM 149.074219 1571608659.5950
MEM 149.074219 1571608659.6950
MEM 149.074219 1571608659.7960
MEM 149.074219 1571608659.8960
MEM 149.074219 1571608659.9970
MEM 149.074219 1571608660.0980
MEM 149.074219 1571608660.1990
MEM 149.074219 1571608660.2990
MEM 149.074219 1571608660.4000
MEM 149.074219 1571608660.5000
MEM 149.074219 1571608660.6000
MEM 149.074219 1571608660.7000
MEM 149.074219 1571608660.8010
MEM 149.074219 1571608660.9010
MEM 149.074219 1571608661.0020
MEM 149.074219 1571608661.1030
MEM 149.074219 1571608661.2030
MEM 149.074219 1571608661.3030
MEM 149.074219 1571608661.4030
MEM 149.074219 1571608661.5040
