CMDLINE c:\users\ialrazi\powersynth\cornerstitch_dev\powercad-full\venv_64bit\scripts\python.exe powercad\recursive_suite\perf_test.py
MEM 149.042969 1571608892.8300
MEM 149.042969 1571608892.9300
MEM 149.042969 1571608893.0310
MEM 149.042969 1571608893.1310
MEM 149.042969 1571608893.2310
MEM 149.042969 1571608893.3310
MEM 149.042969 1571608893.4320
MEM 149.042969 1571608893.5320
MEM 149.042969 1571608893.6330
MEM 149.042969 1571608893.7330
MEM 149.042969 1571608893.8340
MEM 149.042969 1571608893.9340
MEM 149.042969 1571608894.0350
MEM 149.042969 1571608894.1360
MEM 149.042969 1571608894.2360
MEM 149.042969 1571608894.3370
MEM 149.042969 1571608894.4370
MEM 149.042969 1571608894.5370
MEM 149.042969 1571608894.6370
MEM 149.042969 1571608894.7380
MEM 149.042969 1571608894.8380
MEM 149.042969 1571608894.9390
MEM 149.042969 1571608895.0390
MEM 149.042969 1571608895.1390
MEM 149.042969 1571608895.2400
MEM 149.042969 1571608895.3400
MEM 149.042969 1571608895.4410
MEM 149.042969 1571608895.5410
MEM 149.042969 1571608895.6410
MEM 149.042969 1571608895.7410
MEM 149.042969 1571608895.8420
MEM 149.042969 1571608895.9420
MEM 149.042969 1571608896.0430
MEM 149.042969 1571608896.1430
MEM 149.042969 1571608896.2430
MEM 149.042969 1571608896.3440
MEM 149.042969 1571608896.4440
MEM 149.042969 1571608896.5450
MEM 149.042969 1571608896.6450
MEM 149.042969 1571608896.7450
MEM 149.042969 1571608896.8450
MEM 149.042969 1571608896.9460
MEM 149.042969 1571608897.0460
MEM 149.042969 1571608897.1460
MEM 149.042969 1571608897.2470
MEM 149.042969 1571608897.3470
MEM 149.042969 1571608897.4480
MEM 149.042969 1571608897.5480
MEM 149.042969 1571608897.6480
MEM 149.042969 1571608897.7490
MEM 149.042969 1571608897.8490
MEM 149.042969 1571608897.9490
MEM 149.042969 1571608898.0500
MEM 149.042969 1571608898.1500
MEM 149.042969 1571608898.2500
MEM 149.042969 1571608898.3510
MEM 149.042969 1571608898.4510
MEM 149.042969 1571608898.5520
MEM 149.042969 1571608898.6520
MEM 149.042969 1571608898.7520
MEM 149.042969 1571608898.8520
MEM 149.042969 1571608898.9530
MEM 149.042969 1571608899.0530
MEM 149.042969 1571608899.1530
MEM 149.042969 1571608899.2530
MEM 149.042969 1571608899.3540
MEM 149.042969 1571608899.4540
MEM 149.042969 1571608899.5540
MEM 149.042969 1571608899.6540
MEM 149.042969 1571608899.7550
MEM 149.042969 1571608899.8550
MEM 149.042969 1571608899.9550
MEM 149.042969 1571608900.0560
MEM 149.042969 1571608900.1560
MEM 149.042969 1571608900.2570
MEM 149.042969 1571608900.3570
MEM 149.042969 1571608900.4580
MEM 149.042969 1571608900.5580
MEM 149.042969 1571608900.6580
MEM 149.042969 1571608900.7590
MEM 149.042969 1571608900.8590
MEM 149.042969 1571608900.9600
MEM 149.042969 1571608901.0600
MEM 149.042969 1571608901.1600
MEM 149.042969 1571608901.2600
MEM 149.042969 1571608901.3610
MEM 149.042969 1571608901.4610
MEM 149.042969 1571608901.5620
MEM 149.042969 1571608901.6620
MEM 149.042969 1571608901.7630
MEM 149.042969 1571608901.8630
MEM 149.042969 1571608901.9640
MEM 149.042969 1571608902.0640
MEM 149.042969 1571608902.1650
MEM 149.042969 1571608902.2650
MEM 149.042969 1571608902.3650
MEM 149.042969 1571608902.4650
MEM 149.042969 1571608902.5660
MEM 149.042969 1571608902.6670
MEM 149.042969 1571608902.7670
MEM 149.042969 1571608902.8680
MEM 149.042969 1571608902.9680
MEM 149.042969 1571608903.0680
MEM 149.042969 1571608903.1680
MEM 149.042969 1571608903.2690
MEM 149.042969 1571608903.3690
MEM 149.042969 1571608903.4700
MEM 149.042969 1571608903.5700
MEM 149.042969 1571608903.6710
MEM 149.042969 1571608903.7710
MEM 149.042969 1571608903.8710
MEM 149.042969 1571608903.9720
MEM 149.042969 1571608904.0720
MEM 149.042969 1571608904.1730
MEM 149.042969 1571608904.2730
MEM 149.042969 1571608904.3730
MEM 149.042969 1571608904.4740
MEM 149.042969 1571608904.5740
MEM 149.042969 1571608904.6740
MEM 149.042969 1571608904.7750
MEM 149.042969 1571608904.8750
MEM 149.042969 1571608904.9760
MEM 149.042969 1571608905.0760
MEM 149.042969 1571608905.1760
MEM 149.042969 1571608905.2770
MEM 149.042969 1571608905.3770
MEM 149.042969 1571608905.4770
MEM 149.042969 1571608905.5780
MEM 149.042969 1571608905.6780
MEM 149.042969 1571608905.7790
MEM 149.042969 1571608905.8790
MEM 149.042969 1571608905.9800
MEM 149.042969 1571608906.0800
MEM 149.042969 1571608906.1800
MEM 149.042969 1571608906.2800
MEM 149.042969 1571608906.3810
MEM 149.042969 1571608906.4810
MEM 149.042969 1571608906.5810
MEM 149.042969 1571608906.6820
MEM 149.042969 1571608906.7820
MEM 149.042969 1571608906.8830
MEM 149.042969 1571608906.9830
MEM 149.042969 1571608907.0840
MEM 149.042969 1571608907.1840
MEM 149.042969 1571608907.2850
MEM 149.042969 1571608907.3850
MEM 149.042969 1571608907.4850
MEM 149.042969 1571608907.5860
MEM 149.042969 1571608907.6860
MEM 149.042969 1571608907.7860
MEM 149.042969 1571608907.8860
MEM 149.042969 1571608907.9870
MEM 149.042969 1571608908.0870
MEM 149.042969 1571608908.1880
MEM 149.042969 1571608908.2880
MEM 149.042969 1571608908.3880
MEM 149.042969 1571608908.4880
MEM 149.042969 1571608908.5890
MEM 149.042969 1571608908.6890
MEM 149.042969 1571608908.7890
MEM 149.042969 1571608908.8890
MEM 149.042969 1571608908.9900
MEM 149.042969 1571608909.0900
MEM 149.042969 1571608909.1910
MEM 149.042969 1571608909.2910
MEM 149.042969 1571608909.3910
MEM 149.042969 1571608909.4920
MEM 149.042969 1571608909.5920
MEM 149.042969 1571608909.6920
MEM 149.042969 1571608909.7920
MEM 149.042969 1571608909.8930
MEM 149.042969 1571608909.9930
MEM 149.042969 1571608910.0930
MEM 149.042969 1571608910.1930
MEM 149.042969 1571608910.2940
MEM 149.042969 1571608910.3940
MEM 149.042969 1571608910.4950
MEM 149.042969 1571608910.5950
MEM 149.042969 1571608910.6950
MEM 149.042969 1571608910.7960
MEM 149.042969 1571608910.8960
MEM 149.042969 1571608910.9960
MEM 149.042969 1571608911.0960
MEM 149.042969 1571608911.1970
MEM 149.042969 1571608911.2970
MEM 149.042969 1571608911.3970
MEM 149.042969 1571608911.4980
MEM 149.042969 1571608911.5980
MEM 149.042969 1571608911.6990
MEM 149.042969 1571608911.7990
MEM 149.042969 1571608911.8990
MEM 149.042969 1571608911.9990
MEM 149.042969 1571608912.1000
MEM 149.042969 1571608912.2000
MEM 149.042969 1571608912.3010
MEM 149.042969 1571608912.4010
MEM 149.042969 1571608912.5020
MEM 149.042969 1571608912.6020
MEM 149.042969 1571608912.7030
MEM 149.042969 1571608912.8030
MEM 149.042969 1571608912.9040
MEM 149.042969 1571608913.0040
MEM 149.042969 1571608913.1050
MEM 149.042969 1571608913.2050
MEM 149.042969 1571608913.3050
MEM 149.042969 1571608913.4050
MEM 149.042969 1571608913.5060
MEM 149.042969 1571608913.6060
MEM 149.042969 1571608913.7060
MEM 149.042969 1571608913.8060
MEM 149.042969 1571608913.9070
MEM 149.042969 1571608914.0070
MEM 149.042969 1571608914.1080
MEM 149.042969 1571608914.2080
MEM 149.042969 1571608914.3090
MEM 149.042969 1571608914.4090
MEM 149.042969 1571608914.5090
MEM 149.042969 1571608914.6090
MEM 149.042969 1571608914.7100
MEM 149.042969 1571608914.8110
MEM 149.042969 1571608914.9110
MEM 149.042969 1571608915.0120
MEM 149.042969 1571608915.1120
MEM 149.042969 1571608915.2130
MEM 149.042969 1571608915.3130
MEM 149.042969 1571608915.4140
MEM 149.042969 1571608915.5140
MEM 149.042969 1571608915.6140
MEM 149.042969 1571608915.7140
MEM 149.042969 1571608915.8150
MEM 149.042969 1571608915.9150
MEM 149.042969 1571608916.0150
MEM 149.042969 1571608916.1160
MEM 149.042969 1571608916.2160
MEM 149.042969 1571608916.3160
MEM 149.042969 1571608916.4170
MEM 149.042969 1571608916.5180
MEM 149.042969 1571608916.6180
MEM 149.042969 1571608916.7180
MEM 149.042969 1571608916.8180
MEM 149.042969 1571608916.9190
MEM 149.042969 1571608917.0190
MEM 149.042969 1571608917.1200
MEM 149.042969 1571608917.2200
MEM 149.042969 1571608917.3200
MEM 149.042969 1571608917.4210
MEM 149.042969 1571608917.5210
MEM 149.042969 1571608917.6220
MEM 149.042969 1571608917.7220
MEM 149.042969 1571608917.8220
MEM 149.042969 1571608917.9230
MEM 149.042969 1571608918.0230
MEM 149.042969 1571608918.1240
MEM 149.042969 1571608918.2240
MEM 149.042969 1571608918.3250
MEM 149.042969 1571608918.4250
MEM 149.042969 1571608918.5250
MEM 149.042969 1571608918.6260
MEM 149.042969 1571608918.7260
MEM 149.042969 1571608918.8270
MEM 149.042969 1571608918.9270
MEM 149.042969 1571608919.0270
MEM 149.042969 1571608919.1270
MEM 149.042969 1571608919.2280
MEM 149.042969 1571608919.3280
MEM 149.042969 1571608919.4280
MEM 149.042969 1571608919.5290
MEM 149.042969 1571608919.6290
MEM 149.042969 1571608919.7300
MEM 149.042969 1571608919.8300
MEM 149.042969 1571608919.9300
MEM 149.042969 1571608920.0310
MEM 149.042969 1571608920.1310
MEM 149.042969 1571608920.2310
MEM 149.042969 1571608920.3320
MEM 149.042969 1571608920.4320
MEM 149.042969 1571608920.5330
MEM 149.042969 1571608920.6330
MEM 149.042969 1571608920.7330
MEM 149.042969 1571608920.8340
MEM 149.042969 1571608920.9340
MEM 149.042969 1571608921.0340
MEM 149.042969 1571608921.1340
MEM 149.042969 1571608921.2350
MEM 149.042969 1571608921.3350
MEM 149.042969 1571608921.4360
MEM 149.042969 1571608921.5360
MEM 149.042969 1571608921.6360
MEM 149.042969 1571608921.7370
MEM 149.042969 1571608921.8370
MEM 149.042969 1571608921.9380
MEM 149.042969 1571608922.0380
MEM 149.042969 1571608922.1390
MEM 149.042969 1571608922.2390
MEM 149.042969 1571608922.3390
MEM 149.042969 1571608922.4390
MEM 149.042969 1571608922.5400
MEM 149.042969 1571608922.6400
MEM 149.042969 1571608922.7400
MEM 149.042969 1571608922.8400
MEM 149.042969 1571608922.9410
MEM 149.042969 1571608923.0420
MEM 149.042969 1571608923.1420
MEM 149.042969 1571608923.2420
MEM 149.042969 1571608923.3420
MEM 149.042969 1571608923.4430
MEM 149.042969 1571608923.5430
MEM 149.042969 1571608923.6440
MEM 149.042969 1571608923.7450
MEM 149.042969 1571608923.8450
MEM 149.042969 1571608923.9450
MEM 149.042969 1571608924.0450
MEM 149.042969 1571608924.1460
MEM 149.042969 1571608924.2460
MEM 149.042969 1571608924.3460
MEM 149.042969 1571608924.4460
MEM 149.042969 1571608924.5470
MEM 149.042969 1571608924.6470
MEM 149.042969 1571608924.7480
MEM 149.042969 1571608924.8480
MEM 149.042969 1571608924.9480
MEM 149.042969 1571608925.0480
MEM 149.042969 1571608925.1490
MEM 149.042969 1571608925.2490
MEM 149.042969 1571608925.3490
MEM 149.042969 1571608925.4500
MEM 149.042969 1571608925.5500
MEM 149.042969 1571608925.6510
MEM 149.042969 1571608925.7510
MEM 149.042969 1571608925.8510
MEM 149.042969 1571608925.9510
MEM 149.042969 1571608926.0530
MEM 149.042969 1571608926.1530
MEM 149.042969 1571608926.2540
MEM 149.042969 1571608926.3550
MEM 149.042969 1571608926.4550
MEM 149.042969 1571608926.5550
MEM 149.042969 1571608926.6550
MEM 149.042969 1571608926.7560
MEM 149.042969 1571608926.8560
MEM 149.042969 1571608926.9570
MEM 149.042969 1571608927.0570
MEM 149.042969 1571608927.1570
MEM 149.042969 1571608927.2580
MEM 149.042969 1571608927.3580
MEM 149.042969 1571608927.4580
MEM 149.042969 1571608927.5580
MEM 149.042969 1571608927.6590
MEM 149.042969 1571608927.7590
MEM 149.042969 1571608927.8600
MEM 149.042969 1571608927.9600
MEM 149.042969 1571608928.0600
MEM 149.042969 1571608928.1610
MEM 149.042969 1571608928.2610
MEM 149.042969 1571608928.3620
MEM 149.042969 1571608928.4620
MEM 149.042969 1571608928.5620
MEM 149.042969 1571608928.6620
MEM 149.042969 1571608928.7630
MEM 149.042969 1571608928.8630
MEM 149.042969 1571608928.9630
MEM 149.042969 1571608929.0630
MEM 149.042969 1571608929.1640
MEM 149.042969 1571608929.2650
MEM 149.042969 1571608929.3650
MEM 149.042969 1571608929.4650
MEM 149.042969 1571608929.5660
MEM 149.042969 1571608929.6670
MEM 149.042969 1571608929.7670
MEM 149.042969 1571608929.8670
MEM 149.042969 1571608929.9670
MEM 149.042969 1571608930.0680
MEM 149.042969 1571608930.1680
MEM 149.042969 1571608930.2690
MEM 149.042969 1571608930.3690
MEM 149.042969 1571608930.4700
MEM 149.042969 1571608930.5700
MEM 149.042969 1571608930.6710
MEM 149.042969 1571608930.7710
MEM 149.042969 1571608930.8720
MEM 149.042969 1571608930.9720
MEM 149.042969 1571608931.0730
MEM 149.042969 1571608931.1730
MEM 149.042969 1571608931.2740
MEM 149.042969 1571608931.3740
MEM 149.042969 1571608931.4740
MEM 149.042969 1571608931.5750
MEM 149.042969 1571608931.6750
MEM 149.042969 1571608931.7750
MEM 149.042969 1571608931.8750
MEM 149.042969 1571608931.9760
MEM 149.042969 1571608932.0760
MEM 149.042969 1571608932.1770
MEM 149.042969 1571608932.2770
MEM 149.042969 1571608932.3770
MEM 149.042969 1571608932.4770
MEM 149.042969 1571608932.5780
MEM 149.042969 1571608932.6780
MEM 149.042969 1571608932.7780
MEM 149.042969 1571608932.8790
MEM 149.042969 1571608932.9790
MEM 149.042969 1571608933.0790
MEM 149.042969 1571608933.1790
MEM 149.042969 1571608933.2800
MEM 149.042969 1571608933.3810
MEM 149.042969 1571608933.4810
MEM 149.042969 1571608933.5810
MEM 149.042969 1571608933.6820
MEM 149.042969 1571608933.7820
MEM 149.042969 1571608933.8820
MEM 149.042969 1571608933.9840
MEM 149.042969 1571608934.0840
MEM 149.042969 1571608934.1840
MEM 149.042969 1571608934.2840
MEM 149.042969 1571608934.3850
MEM 149.042969 1571608934.4850
MEM 149.042969 1571608934.5860
MEM 149.042969 1571608934.6860
MEM 149.042969 1571608934.7860
MEM 149.042969 1571608934.8860
MEM 149.042969 1571608934.9870
MEM 149.042969 1571608935.0870
MEM 149.042969 1571608935.1870
MEM 149.042969 1571608935.2870
MEM 149.042969 1571608935.3880
MEM 149.042969 1571608935.4880
MEM 149.042969 1571608935.5880
MEM 149.042969 1571608935.6890
MEM 149.042969 1571608935.7890
MEM 149.042969 1571608935.8890
MEM 149.042969 1571608935.9890
MEM 149.042969 1571608936.0900
MEM 149.042969 1571608936.1900
MEM 149.042969 1571608936.2900
MEM 149.042969 1571608936.3900
MEM 149.042969 1571608936.4910
MEM 149.042969 1571608936.5910
MEM 149.042969 1571608936.6920
MEM 149.042969 1571608936.7920
MEM 149.042969 1571608936.8920
MEM 149.042969 1571608936.9930
MEM 149.042969 1571608937.0930
MEM 149.042969 1571608937.1930
MEM 149.042969 1571608937.2930
MEM 149.042969 1571608937.3940
MEM 149.042969 1571608937.4940
MEM 149.042969 1571608937.5950
MEM 149.042969 1571608937.6960
MEM 149.042969 1571608937.7970
MEM 149.042969 1571608937.9030
MEM 149.042969 1571608938.0030
MEM 149.042969 1571608938.1030
MEM 149.042969 1571608938.2040
MEM 149.042969 1571608938.3050
MEM 149.042969 1571608938.4050
MEM 149.042969 1571608938.5050
MEM 149.042969 1571608938.6050
MEM 149.042969 1571608938.7060
MEM 149.042969 1571608938.8060
MEM 149.042969 1571608938.9070
MEM 149.042969 1571608939.0070
MEM 149.042969 1571608939.1080
MEM 149.042969 1571608939.2080
MEM 149.042969 1571608939.3080
MEM 149.042969 1571608939.4090
MEM 149.042969 1571608939.5090
MEM 149.042969 1571608939.6100
MEM 149.042969 1571608939.7100
MEM 149.042969 1571608939.8110
MEM 149.042969 1571608939.9110
MEM 149.042969 1571608940.0110
MEM 149.042969 1571608940.1110
MEM 149.042969 1571608940.2120
MEM 149.042969 1571608940.3120
MEM 149.042969 1571608940.4120
MEM 149.042969 1571608940.5120
MEM 149.042969 1571608940.6130
MEM 149.042969 1571608940.7130
MEM 149.042969 1571608940.8130
MEM 149.042969 1571608940.9130
MEM 149.042969 1571608941.0140
MEM 149.042969 1571608941.1150
MEM 149.042969 1571608941.2150
MEM 149.042969 1571608941.3150
MEM 149.042969 1571608941.4150
MEM 149.042969 1571608941.5160
MEM 149.042969 1571608941.6160
MEM 149.042969 1571608941.7160
MEM 149.042969 1571608941.8160
MEM 149.042969 1571608941.9170
MEM 149.042969 1571608942.0170
MEM 149.042969 1571608942.1170
MEM 149.042969 1571608942.2180
MEM 149.042969 1571608942.3180
MEM 149.042969 1571608942.4190
MEM 149.042969 1571608942.5190
MEM 149.042969 1571608942.6200
MEM 149.042969 1571608942.7200
MEM 149.042969 1571608942.8210
MEM 149.042969 1571608942.9210
MEM 149.042969 1571608943.0220
MEM 149.042969 1571608943.1220
MEM 149.042969 1571608943.2220
MEM 149.042969 1571608943.3230
MEM 149.042969 1571608943.4230
MEM 149.042969 1571608943.5230
MEM 149.042969 1571608943.6240
MEM 149.042969 1571608943.7250
MEM 149.042969 1571608943.8250
MEM 149.042969 1571608943.9260
MEM 149.042969 1571608944.0260
MEM 149.042969 1571608944.1270
MEM 149.042969 1571608944.2270
MEM 149.042969 1571608944.3270
MEM 149.042969 1571608944.4270
MEM 149.042969 1571608944.5280
MEM 149.042969 1571608944.6280
MEM 149.042969 1571608944.7290
MEM 149.042969 1571608944.8290
MEM 149.042969 1571608944.9300
MEM 149.042969 1571608945.0300
MEM 149.042969 1571608945.1310
MEM 149.042969 1571608945.2310
MEM 149.042969 1571608945.3310
MEM 149.042969 1571608945.4320
MEM 149.042969 1571608945.5320
MEM 149.042969 1571608945.6320
MEM 149.042969 1571608945.7320
MEM 149.042969 1571608945.8330
MEM 149.042969 1571608945.9330
MEM 149.042969 1571608946.0330
MEM 149.042969 1571608946.1340
MEM 149.042969 1571608946.2350
MEM 149.042969 1571608946.3350
MEM 149.042969 1571608946.4350
MEM 149.042969 1571608946.5360
MEM 149.042969 1571608946.6360
MEM 149.042969 1571608946.7370
MEM 149.042969 1571608946.8380
MEM 149.042969 1571608946.9380
MEM 149.042969 1571608947.0380
MEM 149.042969 1571608947.1380
MEM 149.042969 1571608947.2390
MEM 149.042969 1571608947.3390
MEM 149.042969 1571608947.4400
MEM 149.042969 1571608947.5400
MEM 149.042969 1571608947.6410
MEM 149.042969 1571608947.7410
MEM 149.042969 1571608947.8410
MEM 149.042969 1571608947.9410
MEM 149.042969 1571608948.0420
MEM 149.042969 1571608948.1420
MEM 149.042969 1571608948.2430
MEM 149.042969 1571608948.3430
MEM 149.042969 1571608948.4430
MEM 149.042969 1571608948.5440
MEM 149.042969 1571608948.6440
MEM 149.042969 1571608948.7440
MEM 149.042969 1571608948.8440
MEM 149.042969 1571608948.9450
MEM 149.042969 1571608949.0450
MEM 149.042969 1571608949.1450
MEM 149.042969 1571608949.2460
MEM 149.042969 1571608949.3460
MEM 149.042969 1571608949.4460
MEM 149.042969 1571608949.5460
MEM 149.042969 1571608949.6470
MEM 149.042969 1571608949.7470
MEM 149.042969 1571608949.8480
MEM 149.042969 1571608949.9480
MEM 149.042969 1571608950.0480
MEM 149.042969 1571608950.1480
MEM 149.042969 1571608950.2490
MEM 149.042969 1571608950.3490
MEM 149.042969 1571608950.4490
MEM 149.042969 1571608950.5500
MEM 149.042969 1571608950.6500
MEM 149.042969 1571608950.7500
MEM 149.042969 1571608950.8500
MEM 149.042969 1571608950.9510
MEM 149.042969 1571608951.0510
MEM 149.042969 1571608951.1510
MEM 149.042969 1571608951.2510
MEM 149.042969 1571608951.3520
MEM 149.042969 1571608951.4520
MEM 149.042969 1571608951.5530
MEM 149.042969 1571608951.6530
MEM 149.042969 1571608951.7540
MEM 149.042969 1571608951.8540
MEM 149.042969 1571608951.9540
MEM 149.042969 1571608952.0550
MEM 149.042969 1571608952.1550
MEM 149.042969 1571608952.2550
MEM 149.042969 1571608952.3550
MEM 149.042969 1571608952.4560
MEM 149.042969 1571608952.5560
MEM 149.042969 1571608952.6560
MEM 149.042969 1571608952.7570
MEM 149.042969 1571608952.8570
MEM 149.042969 1571608952.9580
MEM 149.042969 1571608953.0580
MEM 149.042969 1571608953.1590
MEM 149.042969 1571608953.2590
MEM 149.042969 1571608953.3600
MEM 149.042969 1571608953.4600
MEM 149.042969 1571608953.5600
MEM 149.042969 1571608953.6610
MEM 149.042969 1571608953.7610
MEM 149.042969 1571608953.8630
MEM 149.042969 1571608953.9630
MEM 149.042969 1571608954.0630
MEM 149.042969 1571608954.1630
MEM 149.042969 1571608954.2640
MEM 149.042969 1571608954.3640
MEM 149.042969 1571608954.4640
MEM 149.042969 1571608954.5640
MEM 149.042969 1571608954.6650
MEM 149.042969 1571608954.7650
MEM 149.042969 1571608954.8660
MEM 149.042969 1571608954.9660
MEM 149.042969 1571608955.0670
MEM 149.042969 1571608955.1680
MEM 149.042969 1571608955.2680
MEM 149.042969 1571608955.3690
MEM 149.042969 1571608955.4690
MEM 149.042969 1571608955.5690
MEM 149.042969 1571608955.6690
MEM 149.042969 1571608955.7700
MEM 149.042969 1571608955.8700
MEM 149.042969 1571608955.9710
MEM 149.042969 1571608956.0710
MEM 149.042969 1571608956.1720
MEM 149.042969 1571608956.2720
MEM 149.042969 1571608956.3720
MEM 149.042969 1571608956.4730
MEM 149.042969 1571608956.5730
MEM 149.042969 1571608956.6730
MEM 149.042969 1571608956.7730
MEM 149.042969 1571608956.8740
MEM 149.042969 1571608956.9740
MEM 149.042969 1571608957.0740
MEM 149.042969 1571608957.1750
MEM 149.042969 1571608957.2750
MEM 149.042969 1571608957.3760
MEM 149.042969 1571608957.4760
MEM 149.042969 1571608957.5770
MEM 149.042969 1571608957.6770
MEM 149.042969 1571608957.7770
MEM 149.042969 1571608957.8770
MEM 149.042969 1571608957.9780
MEM 149.042969 1571608958.0780
MEM 149.042969 1571608958.1780
MEM 149.042969 1571608958.2780
MEM 149.042969 1571608958.3790
MEM 149.042969 1571608958.4790
MEM 149.042969 1571608958.5800
MEM 149.042969 1571608958.6800
MEM 149.042969 1571608958.7810
MEM 149.042969 1571608958.8810
MEM 149.042969 1571608958.9810
MEM 149.042969 1571608959.0820
MEM 149.042969 1571608959.1820
MEM 149.042969 1571608959.2820
MEM 149.042969 1571608959.3820
MEM 149.042969 1571608959.4830
MEM 149.042969 1571608959.5840
MEM 149.042969 1571608959.6840
MEM 149.042969 1571608959.7840
MEM 149.042969 1571608959.8850
MEM 149.042969 1571608959.9850
MEM 149.042969 1571608960.0860
MEM 149.042969 1571608960.1870
MEM 149.042969 1571608960.2870
MEM 149.042969 1571608960.3870
MEM 149.042969 1571608960.4870
MEM 149.042969 1571608960.5880
MEM 149.042969 1571608960.6880
MEM 149.042969 1571608960.7880
MEM 149.042969 1571608960.8890
MEM 149.042969 1571608960.9890
MEM 149.042969 1571608961.0900
MEM 149.042969 1571608961.1900
MEM 149.042969 1571608961.2910
MEM 149.042969 1571608961.3910
MEM 149.042969 1571608961.4910
MEM 149.042969 1571608961.5910
MEM 149.042969 1571608961.6920
MEM 149.042969 1571608961.7920
MEM 149.042969 1571608961.8930
MEM 149.042969 1571608961.9930
MEM 149.042969 1571608962.0930
MEM 149.042969 1571608962.1940
MEM 149.042969 1571608962.2940
MEM 149.042969 1571608962.3950
MEM 149.042969 1571608962.4950
MEM 149.042969 1571608962.5960
MEM 149.042969 1571608962.6960
MEM 149.042969 1571608962.7960
MEM 149.042969 1571608962.8970
MEM 149.042969 1571608962.9970
MEM 149.042969 1571608963.0970
MEM 149.042969 1571608963.1980
MEM 149.042969 1571608963.2980
MEM 149.042969 1571608963.3980
MEM 149.042969 1571608963.4990
MEM 149.042969 1571608963.5990
MEM 149.042969 1571608963.7000
MEM 149.042969 1571608963.8000
MEM 149.042969 1571608963.9000
MEM 149.042969 1571608964.0000
MEM 149.042969 1571608964.1010
MEM 149.042969 1571608964.2010
MEM 149.042969 1571608964.3020
MEM 149.042969 1571608964.4020
MEM 149.042969 1571608964.5030
MEM 149.042969 1571608964.6030
MEM 149.042969 1571608964.7030
MEM 149.042969 1571608964.8040
MEM 149.042969 1571608964.9040
MEM 149.042969 1571608965.0040
MEM 149.042969 1571608965.1040
MEM 149.042969 1571608965.2050
MEM 149.042969 1571608965.3050
MEM 149.042969 1571608965.4060
MEM 149.042969 1571608965.5060
MEM 149.042969 1571608965.6060
MEM 149.042969 1571608965.7060
MEM 149.042969 1571608965.8070
MEM 149.042969 1571608965.9070
MEM 149.042969 1571608966.0070
MEM 149.042969 1571608966.1080
MEM 149.042969 1571608966.2080
MEM 149.042969 1571608966.3090
MEM 149.042969 1571608966.4090
MEM 149.042969 1571608966.5090
MEM 149.042969 1571608966.6090
MEM 149.042969 1571608966.7100
MEM 149.042969 1571608966.8100
MEM 149.042969 1571608966.9100
MEM 149.042969 1571608967.0100
MEM 149.042969 1571608967.1110
MEM 149.042969 1571608967.2110
MEM 149.042969 1571608967.3120
MEM 149.042969 1571608967.4120
MEM 149.042969 1571608967.5120
MEM 149.042969 1571608967.6130
MEM 149.042969 1571608967.7130
MEM 149.042969 1571608967.8130
MEM 149.042969 1571608967.9130
MEM 149.042969 1571608968.0140
MEM 149.042969 1571608968.1140
MEM 149.042969 1571608968.2140
MEM 149.042969 1571608968.3150
MEM 149.042969 1571608968.4150
MEM 149.042969 1571608968.5160
MEM 149.042969 1571608968.6160
MEM 149.042969 1571608968.7170
MEM 149.042969 1571608968.8170
MEM 149.042969 1571608968.9170
MEM 149.042969 1571608969.0180
MEM 149.042969 1571608969.1180
MEM 149.042969 1571608969.2180
MEM 149.042969 1571608969.3190
MEM 149.042969 1571608969.4190
MEM 149.042969 1571608969.5190
MEM 149.042969 1571608969.6200
MEM 149.042969 1571608969.7200
MEM 149.042969 1571608969.8210
MEM 149.042969 1571608969.9210
MEM 149.042969 1571608970.0220
MEM 149.042969 1571608970.1220
MEM 149.042969 1571608970.2220
MEM 149.042969 1571608970.3220
MEM 149.042969 1571608970.4230
MEM 149.042969 1571608970.5230
MEM 149.042969 1571608970.6230
MEM 149.042969 1571608970.7230
MEM 149.042969 1571608970.8240
MEM 149.042969 1571608970.9240
MEM 149.042969 1571608971.0240
MEM 149.042969 1571608971.1250
MEM 149.042969 1571608971.2250
MEM 149.042969 1571608971.3250
MEM 149.042969 1571608971.4250
MEM 149.042969 1571608971.5260
MEM 149.042969 1571608971.6260
MEM 149.042969 1571608971.7260
MEM 149.042969 1571608971.8270
MEM 149.042969 1571608971.9270
MEM 149.042969 1571608972.0270
MEM 149.042969 1571608972.1270
MEM 149.042969 1571608972.2280
MEM 149.042969 1571608972.3280
MEM 149.042969 1571608972.4290
MEM 149.042969 1571608972.5290
MEM 149.042969 1571608972.6300
MEM 149.042969 1571608972.7300
MEM 149.042969 1571608972.8300
MEM 149.042969 1571608972.9310
MEM 149.042969 1571608973.0320
MEM 149.042969 1571608973.1320
MEM 149.042969 1571608973.2320
MEM 149.042969 1571608973.3330
MEM 149.042969 1571608973.4330
MEM 149.042969 1571608973.5340
MEM 149.042969 1571608973.6340
MEM 149.042969 1571608973.7350
MEM 149.042969 1571608973.8350
MEM 149.042969 1571608973.9360
MEM 149.042969 1571608974.0360
MEM 149.042969 1571608974.1370
MEM 149.042969 1571608974.2380
MEM 149.042969 1571608974.3380
MEM 149.042969 1571608974.4390
MEM 149.042969 1571608974.5390
MEM 149.042969 1571608974.6400
MEM 149.042969 1571608974.7400
MEM 149.042969 1571608974.8410
MEM 149.042969 1571608974.9410
